Date,Close
02/01/2001,22.170000
02/02/2001,15.210000
02/05/2001,14.970000
02/06/2001,11.720000
02/07/2001,12.100000
02/08/2001,12.260000
02/09/2001,12.510000
02/12/2001,12.740000
02/13/2001,12.970000
02/14/2001,12.820000
02/15/2001,13.030000
02/16/2001,13.700000
02/20/2001,14.870000
02/21/2001,16.460000
02/22/2001,16.000000
02/23/2001,16.070000
02/26/2001,17.260000
02/27/2001,17.420000
02/28/2001,18.190000
03/01/2001,18.030000
03/02/2001,18.060000
03/05/2001,18.180000
03/06/2001,17.560000
03/07/2001,17.550000
03/08/2001,17.530000
03/09/2001,19.480000
03/12/2001,24.940000
03/13/2001,25.230000
03/14/2001,26.420000
03/15/2001,26.280000
03/16/2001,27.160000
03/19/2001,27.820000
03/20/2001,28.490000
03/21/2001,28.500000
03/22/2001,27.670000
03/23/2001,28.660000
03/26/2001,28.940000
03/27/2001,29.360000
03/28/2001,30.660000
03/29/2001,30.150000
03/30/2001,30.300000
04/02/2001,30.590000
04/03/2001,32.770000
04/04/2001,32.570000
04/05/2001,35.960000
04/06/2001,36.690000
04/09/2001,35.720000
04/10/2001,33.300000
04/11/2001,32.780000
04/12/2001,31.910000
04/16/2001,31.870000
04/17/2001,31.310000
04/18/2001,33.480000
04/19/2001,32.510000
04/20/2001,32.110000
04/23/2001,32.500000
04/24/2001,31.790000
04/25/2001,31.910000
04/26/2001,30.880000
04/27/2001,29.850000
04/30/2001,29.840000
05/01/2001,30.060000
05/02/2001,29.700000
05/03/2001,27.640000
05/04/2001,28.070000
05/07/2001,23.520000
05/08/2001,22.360000
05/09/2001,22.160000
05/10/2001,20.270000
05/11/2001,20.480000
05/14/2001,19.950000
05/15/2001,19.930000
05/16/2001,21.830000
05/17/2001,17.180000
05/18/2001,16.740000
05/21/2001,17.410000
05/22/2001,16.620000
05/23/2001,17.150000
05/24/2001,16.360000
05/25/2001,16.750000
05/29/2001,16.280000
05/30/2001,17.250000
05/31/2001,16.710000
06/01/2001,16.780000
06/04/2001,16.080000
06/05/2001,16.010000
06/06/2001,16.460000
06/07/2001,16.550000
06/08/2001,16.790000
06/11/2001,17.020000
06/12/2001,16.770000
06/13/2001,17.200000
06/14/2001,18.340000
06/15/2001,15.720000
06/18/2001,15.780000
06/19/2001,15.800000
06/20/2001,15.050000
06/21/2001,15.410000
06/22/2001,14.810000
06/25/2001,14.870000
06/26/2001,14.370000
06/27/2001,14.220000
06/28/2001,13.690000
06/29/2001,13.550000
07/02/2001,13.660000
07/03/2001,13.580000
07/05/2001,13.840000
07/06/2001,15.730000
07/09/2001,15.800000
07/10/2001,16.230000
07/11/2001,15.980000
07/12/2001,18.080000
07/13/2001,17.780000
07/16/2001,16.990000
07/17/2001,17.210000
07/18/2001,17.200000
07/19/2001,17.280000
07/20/2001,17.060000
07/23/2001,17.740000
07/24/2001,18.440000
07/25/2001,19.280000
07/26/2001,19.700000
07/27/2001,19.650000
07/30/2001,19.180000
07/31/2001,19.250000
08/01/2001,19.170000
08/02/2001,19.200000
08/03/2001,18.490000
08/06/2001,16.860000
08/07/2001,16.730000
08/08/2001,17.080000
08/09/2001,17.080000
08/10/2001,14.980000
08/13/2001,14.850000
08/14/2001,14.430000
08/15/2001,14.360000
08/16/2001,14.300000
08/17/2001,15.150000
08/20/2001,15.340000
08/21/2001,14.780000
08/22/2001,13.800000
08/23/2001,12.580000
08/24/2001,13.640000
08/27/2001,13.720000
08/28/2001,14.620000
08/29/2001,14.990000
08/30/2001,16.290000
08/31/2001,16.360000
09/04/2001,16.300000
09/05/2001,15.860000
09/06/2001,17.410000
09/07/2001,17.750000
09/10/2001,17.920000
09/17/2001,17.790000
09/18/2001,26.900000
09/19/2001,27.490000
09/20/2001,29.450000
09/21/2001,29.960000
09/24/2001,31.930000
09/25/2001,32.030000
09/26/2001,31.790000
09/27/2001,31.920000
09/28/2001,32.620000
10/01/2001,31.930000
10/02/2001,32.220000
10/03/2001,32.560000
10/04/2001,32.340000
10/05/2001,31.670000
10/08/2001,31.720000
10/09/2001,31.770000
10/10/2001,32.750000
10/11/2001,32.340000
10/12/2001,31.640000
10/15/2001,31.550000
10/16/2001,31.650000
10/17/2001,25.300000
10/18/2001,24.750000
10/19/2001,22.240000
10/22/2001,22.240000
10/23/2001,18.590000
10/24/2001,18.220000
10/25/2001,18.610000
10/26/2001,18.240000
10/29/2001,18.710000
10/30/2001,19.740000
10/31/2001,19.220000
11/01/2001,19.520000
11/02/2001,19.550000
11/05/2001,20.090000
11/06/2001,20.660000
11/07/2001,20.590000
11/08/2001,19.020000
11/09/2001,18.330000
11/12/2001,18.250000
11/13/2001,19.310000
11/14/2001,19.150000
11/15/2001,17.930000
11/16/2001,17.790000
11/19/2001,18.120000
11/20/2001,17.360000
11/21/2001,17.390000
11/23/2001,18.010000
11/26/2001,17.570000
11/27/2001,17.640000
11/28/2001,17.040000
11/29/2001,16.200000
11/30/2001,16.200000
12/03/2001,14.550000
12/04/2001,15.220000
12/05/2001,16.530000
12/06/2001,15.650000
12/07/2001,15.820000
12/10/2001,16.850000
12/11/2001,16.860000
12/12/2001,16.850000
12/13/2001,16.640000
12/14/2001,16.730000
12/17/2001,16.990000
12/18/2001,17.250000
12/19/2001,16.980000
12/20/2001,17.080000
12/21/2001,17.020000
12/24/2001,16.360000
12/26/2001,16.370000
12/27/2001,16.280000
12/28/2001,14.930000
12/31/2001,15.060000
01/02/2002,15.180000
01/03/2002,15.350000
01/04/2002,14.760000
01/07/2002,12.590000
01/08/2002,12.620000
01/09/2002,12.490000
01/10/2002,11.040000
01/11/2002,11.550000
01/14/2002,11.720000
01/15/2002,10.490000
01/16/2002,11.700000
01/17/2002,11.720000
01/18/2002,11.760000
01/22/2002,11.860000
01/23/2002,11.850000
01/24/2002,11.810000
01/25/2002,11.810000
01/28/2002,11.690000
01/29/2002,15.300000
01/30/2002,15.720000
01/31/2002,15.970000
02/01/2002,15.970000
02/04/2002,18.000000
02/05/2002,17.940000
02/06/2002,17.910000
02/07/2002,17.930000
02/08/2002,18.640000
02/11/2002,19.320000
02/12/2002,19.060000
02/13/2002,19.230000
02/14/2002,19.090000
02/15/2002,18.580000
02/19/2002,19.610000
02/20/2002,19.990000
02/21/2002,20.580000
02/22/2002,20.570000
02/25/2002,21.540000
02/26/2002,21.540000
02/27/2002,21.550000
02/28/2002,19.130000
03/01/2002,20.270000
03/04/2002,20.810000
03/05/2002,20.840000
03/06/2002,19.340000
03/07/2002,19.370000
03/08/2002,19.410000
03/11/2002,19.390000
03/12/2002,18.640000
03/13/2002,18.220000
03/14/2002,18.150000
03/15/2002,18.300000
03/18/2002,18.280000
03/19/2002,18.040000
03/20/2002,17.480000
03/21/2002,16.750000
03/22/2002,15.930000
03/25/2002,16.400000
03/26/2002,15.170000
03/27/2002,15.280000
03/28/2002,15.280000
04/01/2002,15.240000
04/02/2002,13.420000
04/03/2002,12.290000
04/04/2002,12.090000
04/05/2002,11.170000
04/08/2002,11.060000
04/09/2002,11.090000
04/10/2002,11.760000
04/11/2002,14.190000
04/12/2002,13.900000
04/15/2002,14.060000
04/16/2002,15.580000
04/17/2002,15.580000
04/18/2002,15.520000
04/19/2002,14.560000
04/22/2002,15.340000
04/23/2002,15.430000
04/24/2002,14.920000
04/25/2002,14.830000
04/26/2002,15.470000
04/29/2002,15.860000
04/30/2002,16.270000
05/01/2002,16.320000
05/02/2002,15.790000
05/03/2002,16.170000
05/06/2002,17.480000
05/07/2002,17.500000
05/08/2002,21.430000
05/09/2002,21.580000
05/10/2002,20.780000
05/13/2002,21.560000
05/14/2002,22.640000
05/15/2002,21.330000
05/16/2002,21.430000
05/17/2002,21.590000
05/20/2002,22.040000
05/21/2002,21.830000
05/22/2002,21.760000
05/23/2002,21.890000
05/24/2002,22.270000
05/28/2002,21.900000
05/29/2002,21.760000
05/30/2002,21.470000
05/31/2002,21.300000
06/03/2002,23.480000
06/04/2002,23.230000
06/05/2002,22.460000
06/06/2002,23.450000
06/07/2002,19.810000
06/10/2002,19.220000
06/11/2002,19.270000
06/12/2002,18.470000
06/13/2002,17.390000
06/14/2002,17.310000
06/17/2002,19.750000
06/18/2002,19.580000
06/19/2002,19.860000
06/20/2002,20.040000
06/21/2002,20.820000
06/24/2002,20.590000
06/25/2002,21.050000
06/26/2002,20.930000
06/27/2002,21.700000
06/28/2002,21.690000
07/01/2002,22.920000
07/02/2002,21.840000
07/03/2002,21.900000
07/05/2002,25.290000
07/08/2002,24.790000
07/09/2002,26.290000
07/10/2002,29.030000
07/11/2002,28.650000
07/12/2002,28.700000
07/15/2002,28.490000
07/16/2002,29.100000
07/17/2002,27.490000
07/18/2002,29.410000
07/19/2002,32.010000
07/22/2002,33.370000
07/23/2002,34.220000
07/24/2002,39.700000
07/25/2002,39.350000
07/26/2002,39.830000
07/29/2002,43.100000
07/30/2002,43.150000
07/31/2002,42.590000
08/01/2002,43.600000
08/02/2002,44.120000
08/05/2002,43.870000
08/06/2002,45.020000
08/07/2002,44.630000
08/08/2002,44.290000
08/09/2002,44.180000
08/12/2002,44.140000
08/13/2002,44.720000
08/14/2002,46.300000
08/15/2002,46.440000
08/16/2002,45.250000
08/19/2002,43.820000
08/20/2002,42.770000
08/21/2002,41.890000
08/22/2002,37.050000
08/23/2002,37.780000
08/26/2002,37.330000
08/27/2002,33.250000
08/28/2002,33.790000
08/29/2002,33.670000
08/30/2002,31.590000
09/03/2002,34.220000
09/04/2002,32.480000
09/05/2002,30.880000
09/06/2002,30.620000
09/09/2002,28.840000
09/10/2002,28.960000
09/11/2002,28.900000
09/12/2002,29.130000
09/13/2002,25.890000
09/16/2002,25.580000
09/17/2002,26.430000
09/18/2002,25.270000
09/19/2002,27.130000
09/20/2002,26.840000
09/23/2002,26.780000
09/24/2002,26.280000
09/25/2002,27.450000
09/26/2002,27.920000
09/27/2002,29.720000
09/30/2002,30.230000
10/01/2002,33.320000
10/02/2002,30.810000
10/03/2002,30.580000
10/04/2002,31.070000
10/07/2002,31.360000
10/08/2002,31.530000
10/09/2002,32.770000
10/10/2002,34.810000
10/11/2002,36.440000
10/14/2002,36.520000
10/15/2002,39.950000
10/16/2002,40.310000
10/17/2002,40.940000
10/18/2002,39.520000
10/21/2002,39.990000
10/22/2002,39.890000
10/23/2002,39.500000
10/24/2002,38.980000
10/25/2002,38.740000
10/28/2002,36.880000
10/29/2002,36.630000
10/30/2002,33.970000
10/31/2002,33.120000
11/01/2002,33.440000
11/04/2002,32.740000
11/05/2002,32.200000
11/06/2002,31.900000
11/07/2002,31.540000
11/08/2002,29.400000
11/11/2002,26.980000
11/12/2002,26.960000
11/13/2002,21.540000
11/14/2002,21.510000
11/15/2002,20.310000
11/18/2002,20.540000
11/19/2002,19.630000
11/20/2002,20.350000
11/21/2002,21.520000
11/22/2002,20.900000
11/25/2002,20.190000
11/26/2002,21.430000
11/27/2002,23.180000
11/29/2002,22.990000
12/02/2002,22.910000
12/03/2002,22.550000
12/04/2002,22.430000
12/05/2002,22.680000
12/06/2002,22.640000
12/09/2002,22.640000
12/10/2002,22.970000
12/11/2002,21.930000
12/12/2002,21.840000
12/13/2002,22.360000
12/16/2002,22.320000
12/17/2002,22.380000
12/18/2002,22.590000
12/19/2002,22.700000
12/20/2002,22.100000
12/23/2002,20.840000
12/24/2002,20.910000
12/26/2002,20.940000
12/27/2002,20.300000
12/30/2002,18.030000
12/31/2002,18.010000
01/02/2003,21.270000
01/03/2003,20.740000
01/06/2003,22.150000
01/07/2003,21.840000
01/08/2003,22.280000
01/09/2003,21.820000
01/10/2003,21.280000
01/13/2003,21.290000
01/14/2003,21.350000
01/15/2003,21.360000
01/16/2003,19.710000
01/17/2003,20.090000
01/21/2003,20.350000
01/22/2003,20.520000
01/23/2003,20.440000
01/24/2003,23.110000
01/27/2003,23.590000
01/28/2003,23.930000
01/29/2003,23.460000
01/30/2003,24.790000
01/31/2003,25.150000
02/03/2003,22.510000
02/04/2003,23.030000
02/05/2003,21.740000
02/06/2003,21.690000
02/07/2003,21.430000
02/10/2003,20.570000
02/11/2003,20.790000
02/12/2003,21.250000
02/13/2003,21.160000
02/14/2003,21.990000
02/18/2003,22.900000
02/19/2003,22.570000
02/20/2003,22.070000
02/21/2003,22.300000
02/24/2003,22.910000
02/25/2003,20.310000
02/26/2003,20.190000
02/27/2003,20.090000
02/28/2003,19.980000
03/03/2003,18.440000
03/04/2003,18.570000
03/05/2003,18.650000
03/06/2003,18.220000
03/07/2003,18.290000
03/10/2003,20.320000
03/11/2003,20.140000
03/12/2003,19.990000
03/13/2003,23.170000
03/14/2003,22.740000
03/17/2003,25.680000
03/18/2003,24.540000
03/19/2003,23.840000
03/20/2003,23.720000
03/21/2003,24.720000
03/24/2003,27.330000
03/25/2003,26.910000
03/26/2003,26.910000
03/27/2003,26.510000
03/28/2003,26.330000
03/31/2003,27.030000
04/01/2003,27.260000
04/02/2003,28.320000
04/03/2003,28.270000
04/04/2003,28.160000
04/07/2003,28.050000
04/08/2003,26.540000
04/09/2003,26.910000
04/10/2003,26.960000
04/11/2003,24.110000
04/14/2003,24.980000
04/15/2003,22.050000
04/16/2003,22.420000
04/17/2003,22.860000
04/21/2003,22.840000
04/22/2003,22.770000
04/23/2003,19.150000
04/24/2003,18.880000
04/25/2003,19.380000
04/28/2003,20.390000
04/29/2003,20.320000
04/30/2003,19.300000
05/01/2003,18.780000
05/02/2003,17.330000
05/05/2003,17.270000
05/06/2003,17.500000
05/07/2003,17.580000
05/08/2003,17.970000
05/09/2003,17.930000
05/12/2003,18.340000
